Date,Value
12/31/72,0.081632653
9/30/72,0.088888889
6/30/72,0.184210526
3/31/72,-0.073170732
12/31/71,-0.267857143
9/30/71,0.142857143
6/30/71,0.324324324
3/31/71,-0.244897959
12/31/70,-0.222222222
9/30/70,-0.171052632
6/30/70,-0.025641026
3/31/70,-0.133333333
12/31/69,-0.02173913
9/30/69,0.033707865
6/30/69,0.308823529
3/31/69,0.133333333
12/31/68,0.034482759
9/30/68,-0.049180328
6/30/68,0.196078431
3/31/68,0.133333333
12/31/67,0.125
9/30/67,0
6/30/67,-0.111111111
3/31/67,-0.166666667
12/31/66,0
9/30/66,0.038461538
6/30/66,0.106382979
3/31/66,0.093023256
12/31/65,0.075
9/30/65,0
6/30/65,0
3/31/65,0.025641026
12/31/64,0.114285714
9/30/64,0
6/30/64,0.029411765
3/31/64,0
12/31/63,-0.028571429
9/30/63,0.166666667
6/30/63,0
3/31/63,0.034482759
12/31/62,0
9/30/62,0.074074074
6/30/62,-0.068965517
3/31/62,0.260869565
12/31/61,0.210526316
9/30/61,0.117647059
6/30/61,-0.15
3/31/61,0
12/31/60,-0.230769231
9/30/60,-0.212121212
6/30/60,-0.131578947
3/31/60,-0.05
12/31/59,0.052631579
9/30/59,0.117647059
6/30/59,0.214285714
3/31/59,0.166666667
12/31/58,0.333333333
9/30/58,1
6/30/58,-0.25
3/31/58,-0.6
12/31/57,-0.142857143
9/30/57,0.166666667
6/30/57,0
3/31/57,0.034482759
12/31/56,-0.033333333
9/30/56,0.111111111
6/30/56,0.08
3/31/56,0
12/31/55,0.136363636
9/30/55,0.375
6/30/55,0.142857143
3/31/55,0.076923077
12/31/54,0.181818182
